"","X.x","primacy_agency_code","pwsid","centroid_lat","centroid_lon","DAC_pre","DAC_post","pop.x","urban","rural","pop_adjust.x","urban_adjust","rural_adjust","pop.y","hisp","white","black","aian","asian","nhpi","other","pop_adjust.y","hisp_adjust","white_adjust","black_adjust","aian_adjust","asian_adjust","nhpi_adjust","other_adjust","...1","mhi_all_weighted","mhi_all_unweighted","mhi_centroid_weighted","mhi_centroid_unweighted","StateCode","PopulationServedCount","X.y","health_based_count","total_count","white_percent","hisp_percent","black_percent","aian_percent","asian_percent","nhpi_percent","other_percent","urban_percent","rural_percent","X","PARTY"
"10269",10269,"LA","LA1103182",30.305043,-90.925129,0,1,0,0,0,0,0,0,1152,52,871,140,1,37,0,51,100.578506720926,12.5329782014461,66.1261319261905,10.6850899967909,0.00356670704141575,3.40441881888673,0,7.82632107057062,NA,108151,108151,NA,NA,"LA",92,22620,4,11,65.745788123172,12.4608911088938,10.6236315741281,0.00354619208188509,3.38483730757002,0,7.78130569415412,NA,NA,15325,"Republican"
"10270",10270,"LA","LA1111004",32.6264371,-92.4129202,0,1,292,0,292,119.792454472385,0,119.792454472385,292,21,237,17,3,3,0,11,119.792452325525,7.99616311483237,100.81607422173,0.00819957674418481,2.98623328801804,2.99178119577579,0,4.99400092842465,NA,61673.7875676685,62303,NA,NA,"LA",216,22647,123,125,84.1589534771119,6.67501412618511,0.0068448191726664,2.4928392649507,2.49747053148715,0,4.1688777810925,0,100,15597,"Republican"
"10271",10271,"LA","LA1111018",32.655512,-92.290849,0,1,86,0,86,22.2793643070908,0,22.2793643070908,86,1,80,4,0,0,0,1,22.4156287125109,0.19992861887611,20.9022526156285,0.799714475504441,0,0,0,0.513733002501863,NA,63304,63304,NA,NA,"LA",249,22658,88,88,93.2485672550521,0.891916177950089,3.56766471180036,0,0,0,2.29185185519749,0,100,15598,"Republican"
"10272",10272,"LA","LA1111025",32.898871,-92.260382,1,1,142,0,142,12.4942112020815,0,12.4942112020815,142,7,62,67,0,0,0,6,12.5772430103825,1.25149431145818,4.32528832704469,6.2339356488722,0,0,0,0.766524723007417,NA,24783.7571633238,24062.5,NA,NA,"LA",369,22664,247,336,34.3897969012301,9.950466174702,49.565199970503,0,0,0,6.09453695356488,0,100,15599,"Republican"
"10273",10273,"LA","LA1115121",31.110563,-93.18152,1,1,2472,0,2472,2125.49426885986,0,2125.49426885986,2472,499,1417,311,14,45,22,164,2126.06777256662,458.282512073744,1204.37279681892,263.550443624819,11.9279285169412,38.0633661745836,16.4361050481717,133.434620309445,NA,48155.4345379147,59410.6666666667,NA,NA,"LA",4182,22677,4,6,56.6479024027057,21.5554046765169,12.3961449877328,0.561032374924796,1.79031763077961,0.773075311156696,6.27612261618362,0,100,15600,"Republican"
"10274",10274,"LA","LA1069001",31.8979652,-93.1163669,1,1,1068,0,1068,745.608715764895,0,745.608715764895,1068,18,293,711,6,0,0,40,745.608718768157,11.7785256316807,120.606051141921,580.352132444932,5.94768654429778,0,0,26.9243230053257,NA,23865.9794721408,23875.5,NA,NA,"LA",1515,22437,23,26,16.1755151336183,1.57971940713627,77.8360174494404,0.797695412430818,0,0,3.61105259737415,0,100,15601,"Republican"
"10275",10275,"LA","LA1069013",31.90405,-93.120625,1,1,486,0,486,282.714771137574,0,282.714771137574,486,13,62,394,3,0,0,14,282.585810828328,6.61976483549961,17.4535849823496,249.802213521416,1.03684028514859,0,0,7.67340720391408,NA,23865.9794721408,23875.5,NA,NA,"LA",654,22444,161,174,6.17638406230975,2.34256802069979,88.3987107453077,0.366911658483262,0,0,2.7154255131995,0,100,15602,"Republican"
"10276",10276,"LA","LA1073025",32.49929,-92.125773,1,1,218,218,0,141.991084270641,141.991084270641,0,230,11,54,153,1,1,0,10,144.013784952819,5.99445072660877,50.5692995026169,78.7611392570426,0.0083490698301181,0.999999999998666,0,7.68054639672201,NA,46023,46023,46023,46023,"LA",84,22456,36,36,35.1142076567074,4.16241454147784,54.6900001849447,0.00579741018045833,0.694377972446374,0,5.33320223424325,100,0,15858,"Republican"
"10277",10277,"LA","LA1019119",30.27722861,-93.39085532,0,1,3307,656,2651,1992.20574497673,496.351798881878,1495.85394609486,3945,133,3517,178,13,13,0,91,2061.96579465519,76.8056776983139,1868.23541958339,55.3600924538327,6.87664634667575,2.73582643815299,0,51.9521321348184,NA,63059.0563705672,66672.5,NA,NA,"LA",6834,22224,4,4,90.6045786223049,3.72487642119969,2.68482108662187,0.333499535467595,0.132680495731041,0,2.51954383867488,24.914685650988,75.085314349012,15445,"Republican"
"10278",10278,"LA","LA1029011",31.5667509,-91.440444,1,1,4335,4065,270,3951.80999033653,3861.24665280909,90.563337527441,4335,149,2933,1099,8,51,0,95,3951.81010246733,133.114381641635,2641.79661410011,1041.76880023138,7.1596950216743,47.0371393430647,0,80.9334721294738,NA,43407.3143497758,39064.6666666667,59618,59618,"LA",6354,22262,0,2,66.850292539378,3.36844074462293,26.3618132759199,0.181175077648699,1.19026820933771,0,2.0480101530927,97.7083073895532,2.29169261044681,15859,"Republican"
"10279",10279,"LA","LA1043002",31.5195722,-92.6997398,1,1,1673,0,1673,1294.49395350936,0,1294.49395350936,1673,17,669,929,3,4,0,51,1294.49394114482,15.0696822252476,508.054905314152,732.292892196228,1.00913963002,3.99999999998595,0,34.0673217791867,NA,41345.0933676755,52755,NA,NA,"LA",2552,22306,36,38,39.2473760722928,1.16413694543216,56.5698199829816,0.0779563038454659,0.30900106001643,0,2.63170963543162,0,100,15603,"Republican"
"10280",10280,"LA","LA1061018",32.5323246,-92.783913,1,1,1056,0,1056,800.641327758581,0,800.641327758581,1056,61,555,399,5,0,0,36,800.641329393829,53.8264373447371,443.173838856422,268.681751438066,4.99993403093447,0,0,29.9593677236696,NA,43160.8408450704,43740.5,NA,NA,"LA",1083,22409,3,3,55.3523559909094,6.72291516420835,33.5583165112756,0.624491123224922,0,0,3.74192121038169,0,100,15860,"Republican"
"10281",10281,"LA","LA1001004",30.3260536,-92.4956125,1,1,1457,0,1457,1290.82029882088,0,1290.82029882088,1457,35,1315,69,2,0,0,36,1290.82032428048,30.9988882857423,1156.93842891521,66.9923228861565,1.99999999999443,0,0,33.8906841933818,NA,51297.651541594,55364.5,33854,33854,"LA",1860,22096,22,25,89.6281540624252,2.40148746519167,5.18990301175331,0.154940231601114,0,0,2.6255152290287,0,100,15446,"Republican"
"10282",10282,"LA","LA1025006",31.6223176,-91.8344303,1,1,1740,0,1740,1708.57173696124,0,1708.57173696124,1740,26,368,1304,4,2,1,35,1708.57173825251,26.0000000000035,350.003549114232,1290.86201520561,3.95518721188444,1.99999999999965,0.999999999996219,34.7509867207781,NA,46338.4895222129,43783,NA,NA,"LA",2811,22246,15,16,20.4851538438889,1.52173885461759,75.5521109418491,0.231490848369628,0.117056834970547,0.0585284174850626,2.03392025881926,0,100,15861,"Republican"
"10283",10283,"LA","LA1029006",31.7040636,-91.4605294,0,1,440,0,440,358.725305809702,0,358.725305809702,440,11,394,28,2,0,0,5,358.725309247037,5.42810690972131,334.978625036153,15.5167292466816,0.000106291583756864,0,0,2.8017417628964,NA,75121.6822529224,68363,NA,NA,"LA",2067,22259,99,103,93.3802596028902,1.51316530219596,4.32551839714104,2.96303553211704e-05,0,0,0.781027067417475,0,100,15862,"Republican"
"10284",10284,"LA","LA1035002",32.8019734,-91.1752322,1,1,4027,0,4027,3560.24284104117,0,3560.24284104117,4027,35,606,3299,0,4,0,83,3560.24284544935,28.7546013681517,550.887240958428,2904.44870600957,0,3.89081622309026,0,72.2614808901104,NA,22796.5824529991,24815.4,24488.2610103627,24897.5,"LA",5850,22277,95,110,15.4733051893515,0.807658427146491,81.580072823459,0,0.1092851356492,0,2.02967842439383,0,100,15863,"Republican"
"10285",10285,"LA","LA1049006",32.2775989,-92.7136893,1,1,319,279,40,172.998699297526,169.737864314148,3.26083498337753,319,7,44,256,0,5,0,7,172.998699253347,2.04072779825567,7.85932444697832,160.294798515882,0,0.00631936897166002,0,2.79752912325938,NA,39545,39545,NA,NA,"LA",369,22329,14,25,4.54299626580935,1.17962031336845,92.6566495630925,0,0.00365284189935188,0,1.61708101583038,98.1151101154989,1.88488988450109,15864,"Republican"
"10286",10286,"LA","LA1019028",30.13044262,-93.27420085,0,1,301,0,301,104.516605756053,0,104.516605756053,301,6,279,8,0,2,0,6,105.011316909255,1.69702228930116,100.47903094275,1.80954599629192,0,0.198254638215003,0,0.827463042696927,NA,72382,72382,NA,NA,"LA",400,NA,NA,NA,95.6840023533639,1.61603752742919,1.72319141360319,0,0.188793592967055,0,0.787975112636645,0,100,15447,"Republican"
"10287",10287,"LA","LA1021007",32.035504,-92.124965,1,1,960,0,960,379.27562454398,0,379.27562454398,960,20,506,407,2,8,0,17,374.360673853769,7.1249497521028,185.035390102742,167.207672090067,0.693737504922428,3.87404658912197,0,10.4248778148123,NA,52185.9682713348,52924,NA,NA,"LA",1230,22233,96,96,49.4270373535601,1.90323136208637,44.6648603254148,0.185312601823506,1.03484336355139,0,2.78471499356379,0,100,15865,"Republican"
"10288",10288,"LA","LA1025008",31.66353,-91.888593,1,1,585,0,585,201.914411219204,0,201.914411219204,585,5,550,13,0,3,1,13,205.19521527903,3.34201135722672,190.910255961103,3.13934183758224,0,1.43521341630944,0.274094689186461,6.09429801762228,NA,41875,41875,NA,NA,"LA",3141,NA,NA,NA,93.0383565238098,1.62869848240962,1.52992935693616,0,0.699438051885271,0.133577524609304,2.97000006034989,0,100,15866,"Republican"
"10289",10289,"LA","LA1027006",32.827585,-92.991125,1,1,122,0,122,18.6253894219266,0,18.6253894219266,122,0,2,113,1,0,0,6,18.1376969003199,0,0.480544092583083,14.7093653420617,0.297043624222705,0,0,2.65074384145237,NA,34249.6935749588,37101.5,NA,NA,"LA",3843,NA,NA,NA,2.64942178284283,0,81.0983082521481,1.63771412575246,0,0,14.6145558392566,0,100,15604,"Republican"
"10290",10290,"LA","LA1041002",32.051157,-91.6577039,1,1,598,0,598,440.867232435915,0,440.867232435915,598,6,427,149,0,0,0,16,440.867235423454,4.97577549576321,288.894043411524,133.197644589774,0,0,0,13.7997719263926,NA,31188,31188,NA,NA,"LA",915,22298,10,10,65.5285809874351,1.12863354224633,30.2126431468279,0,0,0,3.13014232349063,0,100,15867,"Republican"
"10291",10291,"LA","LA1041003",32.2405,-91.58999,1,1,611,0,611,285.434835662202,0,285.434835662202,611,6,553,39,0,1,0,12,287.026253638659,4.24931687382265,249.752952812887,27.2878003958408,0,0.0241398654114595,0,5.71204369069684,NA,38295,38295,NA,NA,"LA",7989,22299,5,6,87.0139750795425,1.48046278692408,9.50707471874464,0,0.00841033358636576,0,1.99007708120241,0,100,15868,"Republican"
"10292",10292,"LA","LA1053014",30.269529,-92.816221,1,1,959,0,959,659.511978307512,0,659.511978307512,1091,24,808,209,0,3,0,47,735.487784044152,22.3917264733353,542.323386175385,131.354901176631,0,2.99999999999453,0,36.4177702188056,NA,41724,41724,41724,41724,"LA",9702,22353,0,2,73.7365593203148,3.04447292791352,17.8595625959093,0,0.4078925666853,0,4.95151258917707,0,100,15448,"Republican"
"10293",10293,"LA","LA1073003",32.49929,-92.125773,1,1,3939,3939,0,3242.31651200499,3242.31651200499,0,3958,198,1019,2529,11,23,0,178,3340.96058614437,150.756817584736,868.091253229177,2144.67925248108,11.0000000000098,19.7158221389314,0,146.717440710432,NA,40359.2314867968,41710,46023,46023,"LA",2160,22449,40,40,25.9832832757539,4.5123794099803,64.1934915777066,0.329246625824591,0.590124355872287,0,4.39147475486238,100,0,15869,"Republican"
"10294",10294,"LA","LA1065001",32.3222015,-90.958549,1,1,267,171,96,230.874206382192,170.999999999992,59.8742063822001,267,10,222,23,0,0,0,12,230.874201138436,7.78725511867233,192.194355007272,22.9999999999917,0,0,0,7.89259101250059,NA,52917,52917,NA,NA,"LA",369,NA,NA,NA,83.2463541008761,3.37294296212982,9.96213517429801,0,0,0,3.41856776269604,74.0663076571302,25.9336923428698,15870,"Republican"
"10295",10295,"LA","LA1067011",32.774996,-91.864694,1,1,1276,342,934,785.280991719167,210.674321774499,574.606669944668,1276,9,832,386,2,2,1,44,790.034796269212,7.96398525833707,527.67703453619,227.684449888409,1.05537875122548,0.198845365515823,0.835529873719099,24.6195725958154,NA,37188.5197324415,46974,NA,NA,"LA",1266,22432,17,17,66.7916194360101,1.00805499908934,28.8195470583834,0.13358636305759,0.0251691908324585,0.105758616919752,3.11626433570732,26.8278901432827,73.1721098567173,15871,"Republican"
"10296",10296,"LA","LA1073011",32.49929,-92.125773,1,1,2990,2990,0,2316.05517087563,2316.05517087563,0,2968,135,803,1892,11,19,0,108,2300.09508239161,112.32538580556,633.994020455144,1441.27707582541,10.9181552926787,13.3281778504668,0,88.2522671623553,NA,40359.2314867968,41710,46023,46023,"LA",1293,22452,61,61,27.5638179181673,4.88351054117144,62.6616302455977,0.474682780562539,0.579462038439222,0,3.83689647606183,100,0,15872,"Republican"
"10297",10297,"LA","LA1073035",32.49929,-92.125773,1,1,2166,0,2166,1541.57032555664,0,1541.57032555664,5386,278,1524,3290,11,43,0,240,4609.29470010624,230.714936372133,1292.76206101129,2825.91432375361,11.0000000000098,35.0984423136061,0,213.80493665559,NA,39913.661958457,41399.8,50803.5746536685,52318.5,NA,NA,22459,129,129,28.0468519615701,5.00542819201417,61.3090398339788,0.2386482252861,0.761470997131017,0,4.63856079001983,0,100,15873,"Republican"
"10298",10298,"LA","LA1111016",32.805478,-92.31418,0,1,174,0,174,51.4629321972366,0,51.4629321972366,174,14,144,11,0,0,0,5,51.1499225416344,3.29512984867455,45.8837994166519,0.760377371540936,0,0,0,1.21061590476708,NA,70714,70714,70714,70714,"LA",1620,22656,117,124,89.7045335294573,6.44210134627754,1.48656602739137,0,0,0,2.36679909687385,0,100,15605,"Republican"
"10299",10299,"LA","LA1081002",32.327221,-93.29535,1,1,348,0,348,191.179137334511,0,191.179137334511,359,10,119,203,6,0,0,21,200.025172283984,4.27400951458086,62.0861109080346,119.712622465805,3.45303680770956,0,0,10.4993925878541,NA,25785.2671731561,26141.6666666667,NA,NA,"LA",453,22498,6,17,31.0391488226734,2.13673582468554,59.8487785806497,1.72630112914346,0,0,5.24903564284786,0,100,15606,"Republican"
"10300",10300,"LA","LA1081006",32.0998617,-93.2191275,1,1,709,0,709,522.7010428133,0,522.7010428133,709,26,634,10,2,0,0,37,522.701041909252,16.9951657616082,472.805839983489,2.99133846185545,1.99454510761006,0,0,27.914152594689,NA,50142,50142,50142,50142,"LA",1350,22502,0,7,90.4543519286833,3.25141226034877,0.572284771220102,0.381584299186521,0,0,5.34036674056129,0,100,15607,"Republican"
"10301",10301,"LA","LA1095006",30.05004,-90.614243,1,1,1622,1507,115,1424.93145697736,1406.10310792961,18.8283490477467,1622,27,750,783,3,0,0,59,1430.05834500655,23.9195124076954,610.577830764398,737.189797072091,2.99999999999532,0,0,55.3712047623707,NA,91515,91515,NA,NA,"LA",528,22535,12,20,42.6960083759101,1.67262493108879,51.5496307997639,0.209781650550878,0,0,3.8719542426863,98.6786487900487,1.32135120995128,15411,"Democrat"
"10302",10302,"LA","LA1099005",30.3363998,-91.8479214,1,1,2897,1696,1201,1761.33449833997,1623.66496721112,137.66953112885,2897,44,1580,1175,19,4,0,75,1761.33451304352,32.2268431829182,1044.22481566254,623.561837386871,18.4593074632042,3.96923778339997,0,38.8924715645897,NA,48882.0935446463,62867.25,57689.6551724138,76125,"LA",12249,22557,25,25,59.2860020586411,1.82968328527392,35.4028058139495,1.04802962336253,0.225354000276828,0,2.20812521849611,92.1837940914346,7.81620590856539,15449,"Republican"
"10303",10303,"LA","LA1119022",32.732152,-93.339825,1,1,91,0,91,4.06947201803887,0,4.06947201803887,91,0,86,3,0,0,1,1,4.0964650593265,0,3.87138456156131,0.135048298659115,0,0,0.0450160995530384,0.0450160995530384,NA,51648,51648,NA,NA,"LA",225,22700,8,14,94.5054945054945,0,3.2967032967033,0,0,1.0989010989011,1.0989010989011,0,100,15608,"Republican"
"10304",10304,"LA","LA1061007",32.531615,-92.629145,1,1,9896,9792,104,7944.93218643067,7932.03122696991,12.9009594607624,12103,406,5239,5763,60,270,4,361,8184.05683301937,286.854254247625,3301.25780903674,4065.92599148787,28.5901599206558,205.178655513962,3.99999999998679,292.249962812525,NA,32378.14604015,35766,32789.7727272727,34317.7142857143,"LA",3333,22405,18,20,40.3376696471302,3.50503741726577,49.6810576275998,0.349339704061023,2.507053160801,0.0488755159158769,3.5709669272263,99.8376202696507,0.162379730349319,15874,"Republican"
"10305",10305,"LA","LA1061010",32.63893,-92.668014,0,1,420,0,420,232.869593571353,0,232.869593571353,420,7,392,8,3,0,0,10,246.750713925925,2.88224686504909,230.823886812367,3.39808040601951,2.34903014080404,0,0,7.297469701686,NA,77713,77713,77713,77713,"LA",2610,NA,NA,NA,93.5453774944943,1.16808045625932,1.37713093184387,0.951985144614097,0,0,2.95742597278835,0,100,15875,"Republican"
"10306",10306,"LA","LA1055026",30.2397244,-92.0948103,0,1,14437,13310,1127,9261.38004989529,8795.73725111656,465.642798778733,14437,1715,8914,3010,43,224,2,529,9261.38008672931,1112.43092487549,5748.98464858595,1908.69823928577,25.2288307711015,139.635182429337,1.9832205892815,324.419040192381,NA,62947.4110152621,67083.6,72706.1906715612,82069.6153846154,"LA",9216,22360,3,5,62.0748160074297,12.0115027615538,20.6092204553914,0.272408977224161,1.50771462915577,0.0214138775291522,3.50292329171591,94.9722093654499,5.02779063455016,15450,"Republican"
"10307",10307,"LA","LA1061005",32.601148,-92.662082,0,1,130,0,130,30.4978356783954,0,30.4978356783954,130,1,124,4,0,0,0,1,31.5739034919289,0.0348650926265918,31.3647129361693,0.139460370506367,0,0,0,0.0348650926265918,NA,77713,77713,NA,NA,"LA",6000,22403,0,21,99.3374574169677,0.110423763838716,0.441695055354866,0,0,0,0.110423763838716,0,100,15876,"Republican"
"10308",10308,"LA","LA1069002",31.8202581,-93.0290883,1,1,360,0,360,289.061234623054,0,289.061234623054,360,2,93,248,4,0,0,13,289.061243174366,1.99999999999942,64.1737153261543,208.643005399735,2.69871784404273,0,0,11.5458046044345,NA,22250,22250,NA,NA,"LA",642,22438,8,21,22.2007331807688,0.691894900207356,72.1795157000271,0.933614556696149,0,0,3.99424166230059,0,100,15609,"Republican"
"10309",10309,"LA","LA1041009",32.048612,-91.642701,1,1,217,0,217,101.835385739931,0,101.835385739931,313,1,247,62,0,0,0,3,104.393152353857,0.295240193231632,65.4863448519215,38.5646120058692,0,0,0,0.0469553028342421,NA,35019.0332850941,37431.5,NA,NA,"LA",3078,22302,0,2,62.7304984813041,0.2828156699693,36.9417065548021,0,0,0,0.044979293924452,0,100,15877,"Republican"
"10310",10310,"LA","LA1063089",30.444382,-91.143508,0,1,1051,1051,0,587.801696292447,587.801696292447,0,1051,45,648,304,2,7,0,45,595.598036913707,26.2847614566287,358.925315641482,169.885587154157,0.231183859986762,6.40439575496005,0,33.8667930464925,NA,61704.0886588659,64175.5,NA,NA,"LA",144,NA,NA,NA,60.2630118630637,4.41317127115329,28.5235304055864,0.0388154167170731,1.07528825785703,0,5.68618278562245,100,0,16116,"Republican"
"10311",10311,"LA","LA1067005",32.6892831,-91.871813,1,1,880,0,880,274.479200429925,0,274.479200429925,880,9,339,515,1,2,0,14,274.479202282277,3.00434264181038,140.051245719723,119.423016999975,0.000178395111542436,0.000356790223084872,0,12.0000617354343,NA,47814.3707504811,47824,NA,NA,"LA",609,22429,9,23,51.0243561461873,1.09456112405948,43.5089493145491,6.49940359994828e-05,0.000129988071998966,0,4.37193843309603,0,100,15878,"Republican"
"10312",10312,"LA","LA1069012",32.115186,-92.989839,1,1,113,0,113,27.9027507888272,0,27.9027507888272,113,1,105,3,0,0,0,4,27.8506443519333,0.665390918184621,25.0121767205492,0.132677968984193,0,0,0,2.04039874421526,NA,53661,53661,NA,NA,"LA",801,22443,30,119,89.808251487772,2.38914012105588,0.476391021003373,0,0,0,7.32621737016875,0,100,15610,"Republican"
"10313",10313,"LA","LA1079019",31.424448,-92.717991,1,1,320,0,320,75.2407159334277,0,75.2407159334277,320,2,214,91,0,0,0,13,76.4336308454504,0.597649406530026,20.9874443347112,47.5955004278686,0,0,0,7.25303667634054,NA,35745,35745,NA,NA,"LA",3540,22492,10,10,27.4583898508604,0.781919424629296,62.2703643689349,0,0,0,9.4893263555754,0,100,15879,"Republican"
"10314",10314,"LA","LA1079020",31.38689,-92.4255,0,1,4633,4024,609,2566.97807996626,2458.77524336022,108.202836606045,4633,194,3513,593,31,28,1,273,2593.67069555947,137.319500827484,1951.72470024564,294.669308743084,12.1950661187604,20.3547952648371,0.199086912786091,177.20823744688,NA,64154.6236947029,61720.8571428571,32091,32091,"LA",5814,NA,NA,NA,75.2495181283852,5.2944076926413,11.3610918011904,0.470185599877393,0.784787185963347,0.00767587470248017,6.83233371723988,95.7848164949088,4.21518350509121,15880,"Republican"
"10315",10315,"LA","LA1013017",32.344268,-93.061513,1,1,7,0,7,0.164021468486539,0,0.164021468486539,7,0,7,0,0,0,0,0,0.164859856307643,0,0.164859856307643,0,0,0,0,0,NA,NA,NA,NA,NA,"LA",348,22153,2,5,100,0,0,0,0,0,0,0,100,15611,"Republican"
"10316",10316,"LA","LA1015004",32.5236739,-93.6554258,0,1,67233,65632,1601,62410.6634796371,61923.5142222558,487.149257381327,67233,7105,35069,19721,250,1579,76,3433,62410.6634237952,6673.5243441745,31681.6488504452,19023.9085022409,236.162934101122,1468.7074859564,75.7296094624759,3250.98169741459,NA,61421.1427867135,55839.2909090909,57348.1627405592,54307.8064516129,"LA",76685,NA,NA,NA,50.7631983260828,10.6929232571338,30.4818238720849,0.378401576181741,2.35329574368284,0.121340817911579,5.20901640692237,99.2194454757875,0.780554524212469,15612,"Republican"
"10317",10317,"LA","LA1019118",30.229559,-93.358015,0,1,21718,20304,1414,18676.62021367,18444.3180003022,232.302213367753,21718,1386,17031,1881,79,334,14,993,18902.7522956281,1246.89849232085,14700.8674792726,1724.00772938814,69.5155072553708,220.654944134484,12.5946087485188,928.213534508126,NA,58121.6524608794,54364.8823529412,57926.1062570462,53248.7272727273,"LA",6933,NA,NA,NA,77.7710422765931,6.59638592740401,9.12040586696404,0.367753362939896,1.1673164874806,0.0666284388196302,4.91046763979872,98.7561870900083,1.24381290999174,15451,"Republican"
"10318",10318,"LA","LA1021009",31.893165,-92.214226,1,1,97,0,97,30.4850636354618,0,30.4850636354618,97,3,89,1,0,0,0,4,30.4545754058768,0.782947663286962,28.1277804865621,0.0220480705462303,0,0,0,1.52179918548146,NA,35170,35170,NA,NA,"LA",783,22235,25,30,92.3597853908492,2.5708703958351,0.072396578354449,0,0,0,4.9969476349613,0,100,15881,"Republican"
"10319",10319,"LA","LA1105019",30.4405983,-90.442791,1,1,11427,11181,246,7793.73774455245,7702.8764606596,90.8612838928532,11427,515,7257,3088,40,78,3,446,7793.73774275055,366.967176224341,4751.55769142287,2269.20090811814,36.0350062329687,51.3632927473038,3.00000000000038,315.61366800492,NA,56042.7356104727,59143.2222222222,49573.7623464527,48304,"LA",6657,22628,0,2,60.9663533500675,4.70848761322102,29.1156949722727,0.462358465506325,0.65903286000456,0.0384924422532805,4.04958029667463,98.8341757591681,1.16582424083184,15326,"Republican"
"10320",10320,"LA","LA1105088",30.652995,-90.522296,1,1,481,0,481,4.96485666620514,0,4.96485666620514,481,16,136,318,0,0,0,11,5.60989229238125,0.197507799791476,1.64341892913811,3.63552142404948,0,0,0,0.133444139402192,NA,36712,36712,NA,NA,"LA",60,22637,3,8,29.295017506308,3.52070573725114,64.8055476748965,0,0,0,2.37872908154442,0,100,15882,"Republican"
"10321",10321,"LA","LA1003001",30.785166,-92.542141,1,1,186,0,186,54.0839981025406,0,54.0839981025406,186,3,174,3,0,0,0,6,57.7238032879196,2.72455368412627,51.28064751944,2.07729937132394,0,0,0,1.64130271302936,NA,37354.7670011148,40655,NA,NA,"LA",1266,22104,9,24,88.8379569579955,4.71998296878761,3.59868763491313,0,0,0,2.84337243830372,0,100,15613,"Republican"
"10322",10322,"LA","LA1003010",30.518555,-93.046985,1,1,396,0,396,257.296611527797,0,257.296611527797,396,2,379,1,2,3,0,9,260.026924687327,1.99291931928246,245.561717623325,0.104058854035055,2.00000000000298,2.99291931928017,0,7.37530957140138,NA,69191,69191,69191,69191,"LA",3471,NA,NA,NA,94.4370349026756,0.766428061893542,0.0400184919927741,0.769151118642006,1.15100362121309,0,2.836363803583,0,100,15614,"Republican"
"10323",10323,"LA","LA1017002",32.34742,-93.7788,1,1,1005,0,1005,17.2464984269842,0,17.2464984269842,1005,20,802,133,5,4,0,41,17.5337846369893,0.351081532850841,14.1470860632516,2.16899653068443,0.0794578917692153,0.0857329572646923,0,0.701429661168536,NA,51462.2372946122,51385,NA,NA,"LA",90,22177,0,4,80.6847258372666,2.00231461786178,12.3703842358637,0.453170227730473,0.48895865347764,0,4.00044642779972,0,100,15615,"Republican"
"10324",10324,"LA","LA1073004",32.49929,-92.125773,1,1,17647,17637,10,16064.3606096942,16064.1495804837,0.21102921051479,17588,762,5270,10727,37,164,1,627,16019.0365898207,704.871158757903,4843.18514659212,9702.74587242198,34.2019260584648,141.226667249468,1.0000000000037,591.805818740736,NA,36494.475674782,39193.375,36945.9769267856,40068,"LA",9696,22450,3,3,30.2339352272267,4.40020943085813,60.5700961978425,0.213508008841172,0.881617733111434,0.0062425726690652,3.694390829451,99.9986863516349,0.00131364836511104,15883,"Republican"
"10325",10325,"LA","LA1099023",30.121433,-91.611481,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35859,35859,NA,NA,NA,NA,22562,139,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,15452,"Republican"
"10326",10326,"LA","LA1105012",30.6360516,-90.5051719,1,1,2732,0,2732,1641.64993723041,0,1641.64993723041,2732,139,1136,1354,5,8,0,90,1641.64994386632,74.2427817530532,726.574988889001,782.13037500919,3.00025953024773,7.48909105712594,0,48.2124476276975,NA,48038.6894202032,50548.2,NA,NA,"LA",3052,22626,0,8,44.2588257992332,4.52244901724914,47.6429447052009,0.182758787368622,0.456192934742719,0,2.93682875620551,0,100,15884,"Republican"
"10327",10327,"LA","LA1111017",32.829349,-92.37565,1,1,89,0,89,30.557628838579,0,30.557628838579,89,8,64,10,2,0,0,5,30.4896224882338,1.35182656267974,25.8546391476189,1.96791853431331,0.0393801466093206,0,0,1.27585809701246,NA,36552,36552,NA,NA,"LA",1095,22657,131,136,84.7981609401575,4.43372679737646,6.45438799733498,0.129159180716382,0,0,4.18456508441462,0,100,15616,"Republican"
"10328",10328,"LA","LA1113032",29.786872,-92.29009,0,1,189,0,189,40.8908718693527,0,40.8908718693527,189,6,181,0,0,0,0,2,41.0159130163662,0.176469788498162,39.5888429947306,0,0,0,0,1.25060023313741,NA,63068,63068,NA,NA,"LA",8754,NA,NA,NA,96.5206918079182,0.430247129760947,0,0,0,0,3.04906106232085,0,100,15453,"Republican"
"10329",10329,"LA","LA1083003",32.418121,-91.758375,0,1,340,0,340,164.361183196542,0,164.361183196542,340,3,211,105,3,3,0,15,164.81214532872,1.56004685567683,100.118096559866,48.243219716607,2.91520523606167,3.00000000000515,0,8.97557696050327,NA,60455.3688279302,61167.6666666667,NA,NA,"LA",2835,NA,NA,NA,60.7467953045446,0.946560614550159,29.27164112838,1.76880485976762,1.82025420154662,0,5.44594389121103,0,100,15885,"Republican"
