"","X.x","primacy_agency_code","pwsid","centroid_lat","centroid_lon","DAC_pre","DAC_post","pop.x","urban","rural","pop_adjust.x","urban_adjust","rural_adjust","pop.y","hisp","white","black","aian","asian","nhpi","other","pop_adjust.y","hisp_adjust","white_adjust","black_adjust","aian_adjust","asian_adjust","nhpi_adjust","other_adjust","...1","mhi_all_weighted","mhi_all_unweighted","mhi_centroid_weighted","mhi_centroid_unweighted","StateCode","PopulationServedCount","X.y","health_based_count","total_count","white_percent","hisp_percent","black_percent","aian_percent","asian_percent","nhpi_percent","other_percent","urban_percent","rural_percent","X","PARTY"
"2119",2119,"CA","CA1100254",39.53366492,-122.1948708,0,0,84,84,0,2.44091329457901,2.44091329457901,0,84,18,59,0,0,1,0,6,2.44091329456867,0.727752656185569,1.46994845685111,0,0,0.0603320732803923,0,0.182880108251607,NA,74518,74518,NA,NA,"CA",27,NA,NA,NA,60.2212483385594,29.8147688328343,0,0,2.47170079390524,0,7.49228203470142,100,0,2379,"Republican"
"2120",2120,"CA","CA1200687",40.48425887,-123.5803374,1,1,34,0,34,20.4764850642284,0,20.4764850642284,34,0,32,0,0,0,0,2,20.476485063474,0,20.4753559142121,0,0,0,0,0.00112914926190197,NA,33571,33571,NA,NA,"CA",60,4196,0,4,99.9944856294506,0,0,0,0,0,0.00551437054944625,0,100,2610,"Democrat"
"2121",2121,"CA","CA5400875",36.42868886,-118.915455,1,1,29,0,29,2.31988436159592,0,2.31988436159592,29,1,26,0,0,0,0,2,2.31988444485218,0.0799960153397305,2.07989639883299,0,0,0,0,0.159992030679461,NA,72857,72857,NA,NA,"CA",33,6032,0,4,89.6551724137931,3.44827586206897,0,0,0,0,6.89655172413794,0,100,4132,"Republican"
"2122",2122,"CA","CA5500074",38.07268767,-120.1752091,NA,NA,279,230,49,83.77859406189,81.5215940698508,2.2569999920392,279,22,234,0,3,5,0,15,83.7785938945557,7.26355728777145,64.6905904888082,0,2.29611658373955,3.49265642682845,0,6.03567310740804,NA,NA,NA,NA,NA,"CA",361,NA,NA,NA,77.2161330019792,8.66994413502978,0,2.74069601434163,4.16891268338107,0,7.20431416526825,97.3059944281568,2.69400557184318,3226,"Republican"
"2123",2123,"CA","CA4010004",35.12036417,-120.6198428,0,0,14859,14847,12,12712.5195310207,12712.512372809,0.00715821173485079,14859,4549,8663,137,75,563,21,851,12712.5195310241,3987.69493919497,7242.3540575758,133.345785933386,65.9381787291998,514.368467362183,18.2374324300596,750.580669798477,NA,71084.0354190396,71456.875,75411.7119868637,73647.8571428571,"CA",12701,NA,NA,NA,56.9702492090674,31.368250247036,1.04893279108019,0.51868694139098,4.04615675206555,0.143460408344328,5.9042636510153,99.9999436916363,5.63083637148681e-05,4578,"Democrat"
"2124",2124,"CA","CA1500211",35.34495696,-119.0792824,0,0,3282,3282,0,1998.14968244338,1998.14968244338,0,3282,972,1853,130,23,109,3,192,1998.14968244578,599.352061909373,1153.45944784569,61.4511244671817,9.69237340511823,56.047379621194,0.489409625848938,117.657885571375,NA,104766.27992087,103973,136410.326124271,121107.333333333,"CA",433,NA,NA,NA,57.7263784579857,29.9953535600873,3.0754014580111,0.485067434650569,2.80496401814056,0.0244931413371339,5.88834192978772,100,0,4133,"Republican"
"2125",2125,"CA","CA1500553",35.40839122,-119.0015228,0,0,135,100,35,69.9355310044683,41.8203396189806,28.1151913854877,135,31,99,1,2,0,0,2,69.9355310043763,19.1365650671617,48.2358542679808,0.0685393810609741,1.20117293058112,0,0,1.29339935759172,NA,121705,121705,NA,NA,"CA",62,NA,NA,NA,68.9718853567615,27.3631511655559,0.0980036614817226,1.7175431620101,0,0,1.84941665419082,59.7984157956971,40.2015842043029,4360,"Republican"
"2126",2126,"CA","CA1502600",35.37408238,-119.1874418,0,0,129,129,0,45.7759650922508,45.7759650922508,0,129,18,105,6,0,0,0,0,45.7759650921569,2.46237519762095,39.2314714556142,4.08211843892178,0,0,0,0,NA,141979,141979,NA,NA,"CA",64,NA,NA,NA,85.7032099195129,5.37918794866183,8.91760213182528,0,0,0,0,100,0,4134,"Republican"
"2127",2127,"CA","CA5710004",38.79743813,-121.7217709,1,1,1130,0,1130,995.219095356978,0,995.219095356978,1130,785,284,9,6,12,0,34,995.219096964838,703.662937291197,239.005351557275,7.13570481039869,4.94595891274602,8.85221018651778,0,31.6169342067044,NA,48462.2187265918,51196.5,NA,NA,"CA",944,NA,NA,NA,24.0153502164679,70.7043242475137,0.716998380774721,0.49697186557512,0.889473505232641,0,3.176881784436,0,100,3056,"Democrat"
"2128",2128,"CA","CA2910011",39.31946238,-120.4423494,0,0,109,0,109,66.7544222998128,0,66.7544222998128,109,1,106,0,0,0,0,2,66.7544222999078,0.829376742615545,64.2292863693929,0,0,0,0,1.69575918789936,NA,104318,104318,NA,NA,"CA",376,4997,0,2,96.2172754350712,1.24242966089857,0,0,0,0,2.5402949040302,0,100,2847,"Republican"
"2129",2129,"CA","CA3110041",39.02886874,-121.0090218,0,0,3166,0,3166,1421.86979624307,0,1421.86979624307,3166,269,2693,8,15,19,1,161,1421.86979624281,121.276748353896,1207.75548286046,6.22925658862551,4.34974755193435,9.55224174799587,0.02115454542484,72.6851645944725,NA,94950.015824454,93248.1666666667,94108.0529125087,91256.5,"CA",1491,NA,NA,NA,84.9413558155513,8.52938494610134,0.438103165640474,0.305917430936943,0.671808471720617,0.00148779765072297,5.11194237239851,0,100,2848,"Republican"
"2130",2130,"CA","CA4310019",37.41549925,-121.9433945,0,0,35870,35832,38,30308.2462148118,30306.7293988765,1.51681593528886,35870,5322,7280,904,37,20972,147,1208,30308.2462148198,4586.2272164782,6247.16151495509,685.379110145452,25.7075189127995,17606.237686034,118.490044409875,1039.04312388442,NA,161563.400862868,157065.888888889,158931.304512535,155409.416666667,"CA",37991,NA,NA,NA,20.6120851423611,15.1319452269583,2.26136182637424,0.0848202127255694,58.090585516707,0.390949854274105,3.42825222059982,99.9949953688361,0.00500463116386979,3803,"Democrat"
"2131",2131,"CA","CA4400582",36.98194103,-121.9302499,0,0,92,92,0,52.1034509708134,52.1034509708134,0,92,13,75,0,0,0,0,4,52.1034509719308,3.02096438661275,46.1600303213288,0,0,0,0,2.92245626398926,NA,122857,122857,NA,NA,"CA",80,NA,NA,NA,88.5930383885631,5.79801208990976,0,0,0,0,5.60894952152718,100,0,3961,"Democrat"
"2132",2132,"CA","CA4410014",37.14362639,-122.1151253,0,0,28431,21130,7301,22400.3798347241,18109.7588226108,4290.62101211325,28431,3113,22278,153,106,674,38,2069,22400.379834723,2515.69348623582,17439.9485839545,108.154070880246,97.193009435884,495.253964596221,26.9488059792117,1717.18791364114,NA,119870.977827051,118375.208333333,108393.946847653,107061.666666667,"CA",21145,NA,NA,NA,77.8555931311517,11.2305840561517,0.482822486396394,0.433890006120451,2.21091770876369,0.120305129547126,7.66588748186901,80.8457667067675,19.1542332932325,3962,"Democrat"
"2133",2133,"CA","CA4500062",40.42351134,-122.2254784,1,1,34,0,34,15.2217141393806,0,15.2217141393806,34,7,26,0,0,0,0,1,15.2217141391236,3.13388232276074,11.6401343416827,0,0,0,0,0.447697474680105,NA,62580,62580,NA,NA,"CA",85,NA,NA,NA,76.4705882352938,20.5882352941176,0,0,0,0,2.94117647058823,0,100,2380,"Republican"
"2134",2134,"CA","CA4500101",40.85584465,-122.3375334,1,1,59,0,59,8.53344005929726,0,8.53344005929726,59,4,52,0,0,1,0,2,8.53344005936462,1.08209684268629,7.14068267646763,0,0,0.0432710300834951,0,0.267389510127205,NA,65254,65254,NA,NA,"CA",168,5691,0,4,83.678828547362,12.680663778716,0,0,0.507076041812813,0,3.13343163210915,0,100,2381,"Republican"
"2135",2135,"CA","CA1510009",35.60269168,-118.4641426,1,1,2217,1136,1081,1360.89783927804,789.842487488073,571.055351789969,2217,290,1705,23,29,19,2,149,1360.89783928,187.311606709895,1040.20997562676,16.969978254702,14.1126420338506,9.16428844810804,1.99999999999966,91.1293482066853,NA,23304.4035989717,21854.5,NA,NA,"CA",2500,4441,0,2,76.4355666974309,13.7638257114872,1.24696929959711,1.03700965836768,0.673400176236338,0.146961802882852,6.69626665399795,58.038337977455,41.961662022545,4135,"Republican"
"2136",2136,"CA","CA1610001",36.31783271,-119.7053802,1,1,4998,4586,412,4105.05572649733,3989.99437873296,115.061347764378,4894,3585,941,134,10,85,1,138,4106.38828022393,3028.36853699864,756.375123117504,111.643156806861,5.82029706569817,78.691397174698,0.999267570344568,124.490501490184,NA,66090.6757337151,67048,55603,55603,"CA",4143,NA,NA,NA,18.419474036592,73.7477396276198,2.71876766609057,0.141737621201782,1.91631652451547,0.0243344638196288,3.03163006016068,97.1970819538044,2.80291804619557,4361,"Republican"
"2137",2137,"CA","CA1700579",39.16617115,-123.0046291,1,1,264,0,264,55.9845303254516,0,55.9845303254516,264,7,237,2,4,4,0,10,55.9845303256045,0.930581151661469,53.9973156359248,0.416411494900311,0.00262946366456645,0.00837377568983475,0,0.629218803763458,NA,64527.2335664336,58922,NA,NA,"CA",60,NA,NA,NA,96.4504217895156,1.66221123272667,0.743797424893043,0.00469676828451281,0.0149573027426203,0,1.12391548183746,0,100,3057,"Democrat"
"2138",2138,"CA","CA1910161",33.90012856,-118.1941613,0,0,32995,32995,0,25735.1615969611,25735.1615969611,0,32995,27685,358,4233,27,149,184,359,25735.1615969723,21639.9718446044,281.809571145468,3252.86232437504,25.4055350307721,86.7755158208983,160.558955563946,287.777850431726,NA,68313.5673156019,67732.1666666667,69077.6757063096,67998.75,"CA",24416,NA,NA,NA,1.09503711520748,84.0871807354429,12.6397586901406,0.0987191587472333,0.337186597775657,0.623889439974745,1.11822826271113,100,0,5085,"Democrat"
"2139",2139,"CA","CA1910253",33.93459534,-118.1131225,0,0,1618518,1618062,456,1552760.41233496,1552343.75951404,416.652820919566,1618518,1191395,161780,87001,3087,139053,3963,32239,1552760.41233499,1157064.37100469,152334.956402366,76988.9281638645,2993.39686729506,129260.800138232,3697.75784954142,30420.2019089968,NA,76434.2705125605,78718.1974752029,75784.3242002908,78154.3615221987,NA,NA,NA,NA,NA,9.81058991408016,74.5166067999335,4.95819751407051,0.192779056158038,8.32458112091188,0.238140914732676,1.95910468011301,99.9731669601047,0.0268330398952551,4984,"Democrat"
"2140",2140,"CA","CA0707597",38.00619007,-121.629288,1,1,153,153,0,2.63919731977756,2.63919731977756,0,153,40,89,0,0,17,0,7,2.63919731968457,0.689986227368516,1.53521935589495,0,0,0.293244146631619,0,0.12074758978949,NA,49413,49413,NA,NA,"CA",67,3945,0,1,58.169934640523,26.1437908496732,0,0,11.1111111111111,0,4.57516339869281,100,0,3588,"Democrat"
"2141",2141,"CA","CA5010038",37.66531958,-120.9777929,0,0,265332,255548,9784,262005.375651237,253667.551578189,8337.82407304772,265332,113560,106079,8860,1353,19076,2437,13967,262005.375651234,111960.315803696,104668.998281749,8817.38536735565,1338.88224901927,18927.4020130337,2419.56111598456,13872.8308203951,NA,73770.1744397636,72307.80625,73631.2404830973,72071.9072847682,"CA",23,NA,NA,NA,39.9491796767858,42.7320681972308,3.36534521302831,0.511013274323619,7.22405102032286,0.923477661468036,5.29486495684035,96.8176896934563,3.18231030654365,3227,"Republican"
"2142",2142,"CA","CA2700612",36.56694508,-121.7496574,0,0,790,0,790,80.8850810100245,0,80.8850810100245,790,88,642,2,0,27,0,31,80.8850810100054,9.27128124771354,65.5393915632685,0.319646198220563,0,2.2381913705814,0,3.51657063022136,NA,121705,121705,NA,NA,"CA",162,4803,32,32,81.0277875040532,11.4622883873562,0.395185606825347,0,2.76712508985994,0,4.34761341190517,0,100,3963,"Democrat"
"2143",2143,"CA","CA3910007",37.7417119,-121.1310079,0,0,16940,15829,1111,15999.2661040739,15742.3560324614,256.910071612497,16940,4207,10575,173,62,934,20,969,15999.2661019966,3995.87088944388,9893.07026827378,171.625144302636,59.0002478433915,926.464072713614,19.9924809075891,933.242998511668,NA,104657.091033289,108413.571428571,101602.355410785,107311,"CA",15769,NA,NA,NA,61.8345254413838,24.975338643472,1.07270635545726,0.368768463923659,5.79066606435152,0.124958737357923,5.83303629405355,98.3942383985533,1.60576160144671,3504,"Democrat"
"2144",2144,"CA","CA1200671",40.06874934,-123.78267,1,1,423,0,423,211.742575431235,0,211.742575431235,423,42,355,7,3,2,0,14,211.742575431216,27.0703507134746,168.014881785373,6.26691362406869,0.772097140637292,0.757365195779376,0,8.86096697188272,NA,33793,33793,NA,NA,"CA",353,NA,NA,NA,79.3486531668036,12.7845572192298,2.95968517966028,0.364639534144188,0.357682055315042,0,4.18478284484699,0,100,2611,"Democrat"
"2145",2145,"CA","CA1200643",41.12584308,-124.1550755,1,1,89,0,89,2.50533972937751,0,2.50533972937751,89,2,83,0,1,3,0,0,2.50540335608972,0.0563011990132522,2.33649975904997,0,0.0281505995066261,0.0844517985198784,0,0,NA,37250,37250,NA,NA,"CA",67,NA,NA,NA,93.2584269662924,2.24719101123596,0,1.12359550561798,3.37078651685394,0,0,0,100,2612,"Democrat"
"2146",2146,"CA","CA1300513",32.7380712,-115.9950065,NA,NA,118,0,118,89.5369085458637,0,89.5369085458637,118,22,84,0,4,2,0,6,89.5369085458157,22.0000000000033,58.3852296750742,0,3.04952825881063,0.12023998795256,0,5.98191062397498,NA,NA,NA,NA,NA,"CA",150,NA,NA,NA,65.2080026251953,24.5708729029281,0,3.40588960277783,0.134290975537796,0,6.68094389356101,0,100,4683,"Democrat"
"2147",2147,"CA","CA1400111",37.3835226,-118.420662,1,1,1516,1516,0,643.50084185463,643.50084185463,0,1516,413,1002,4,23,25,0,49,643.500841854056,127.854743294965,466.851228128108,0.577573788988523,9.42232300563534,19.9180926765128,0,18.8768809598455,NA,62581.544269046,66570,NA,NA,"CA",764,4306,0,2,72.5486584886222,19.8686209837099,0.089754939142646,1.46422854374016,3.09527064784014,0,2.93346639694478,100,0,2849,"Republican"
"2148",2148,"CA","CA5410009",35.96703645,-119.2947252,1,1,3671,0,3671,3340.07346368284,0,3340.07346368284,3671,3197,336,68,2,12,0,56,3340.07346368304,2910.17215982662,301.446622458534,64.5419086287309,1.9999999999994,12.000000000006,0,49.912772769151,NA,52567.8174193548,49514,24000,24000,"CA",2772,6133,18,18,9.02514946860283,87.128986576769,1.93234997165487,0.0598789224771732,0.359273534863326,0,1.49436152563282,0,100,4362,"Republican"
"2149",2149,"CA","CA2700709",36.77905658,-121.669901,0,0,1027,0,1027,6.92370977060449,0,6.92370977060449,1027,425,525,0,1,22,1,53,6.92370977060056,3.44744749215817,3.0828100080598,0,0.00219299939672335,0.0781914956392322,0.00219299939672335,0.310874775949908,NA,84032.119122257,69046,NA,NA,"CA",100,NA,NA,NA,44.5254077683906,49.7919122317448,0,0.0316737626125702,1.12932948130277,0.0316737626125702,4.49000299333666,0,100,3964,"Democrat"
"2150",2150,"CA","CA2701959",36.51614812,-121.8032786,0,0,521,0,521,1.62399716898362,0,1.62399716898362,521,11,474,4,0,15,2,15,1.62399716900013,0.0293829417221043,1.47733239964383,0.0106847060807652,0,0.0400676478028695,0.0053423530403826,0.0611871207101848,NA,154973,154973,NA,NA,"CA",54,NA,NA,NA,90.9689023998361,1.80929759503183,0.657926398193391,0,2.46722399322522,0.328963199096696,3.76768641461714,0,100,3965,"Democrat"
"2151",2151,"CA","CA2702007",36.80503555,-121.6315021,0,0,2039,1324,715,61.3059834443951,60.5548626029068,0.751120841488336,2039,863,1038,12,8,41,3,74,61.3059834363563,28.0719350854118,29.7920357050331,0.517182262017652,0.32245544392166,0.985225148975367,0.0703487573988191,1.54680103359792,NA,91056,91056,NA,NA,"CA",164,NA,NA,NA,48.5956411350307,45.789878103096,0.843608132564345,0.525977116501869,1.60706197625581,0.114750230655463,2.52308330589575,98.7748001103846,1.22519988961535,3966,"Democrat"
"2152",2152,"CA","CA2702073",36.81411668,-121.6688345,0,0,636,636,0,83.7576266675901,83.7576266675901,0,636,347,245,8,2,16,1,17,83.7576266674298,45.6979503987392,32.2651234803778,1.0535550524205,0.263388763105125,2.107110104841,0.131694381552563,2.23880448639356,NA,101111,101111,NA,NA,"CA",93,NA,NA,NA,38.5220125786163,54.5597484276729,1.25786163522013,0.314465408805031,2.51572327044025,0.157232704402516,2.67295597484276,100,0,3967,"Democrat"
"2153",2153,"CA","CA4100503",37.23476524,-122.3231677,0,0,166,0,166,42.4093077390746,0,42.4093077390746,166,27,129,0,1,5,0,4,42.4093077390752,2.31544203909401,36.0315717487431,0,0.0103630383150127,3.02072607663125,0,1.03120483629175,NA,141818,141818,NA,NA,"CA",150,5522,0,8,84.961471124284,5.45974966943542,0,0.0244357639100635,7.1227903440829,0,2.43155309828747,0,100,3761,"Democrat"
"2154",2154,"CA","CA2710001",36.69736902,-121.6000378,0,0,60733,60033,700,55745.0182149889,55395.2095597779,349.80865521106,60733,54805,2332,346,83,2393,69,705,55745.0182238501,50618.4370711603,1875.33603674412,298.307219227934,76.4604833946727,2166.89752754311,66.4729569106623,643.106928869334,NA,80289.7120979627,79442.5757575758,80975.1381776699,79925.9642857143,"CA",30142,NA,NA,NA,3.36413207223919,90.8035169490779,0.535128032481843,0.137161105746952,3.88715906207385,0.119244659036137,1.15365811934417,99.3724844543741,0.627515545625927,3829,"Democrat"
"2155",2155,"CA","CA1400099",36.58039871,-118.0590358,1,1,89,0,89,3.52769954473002,0,3.52769954473002,89,44,35,0,10,0,0,0,3.52769954474686,1.84693353648563,1.20724000128996,0,0.473526006971266,0,0,0,NA,43046.812363953,44270.3333333333,NA,NA,"CA",182,NA,NA,NA,34.2217353257217,52.3551825505072,0,13.423082123771,0,0,0,0,100,2850,"Republican"
"2156",2156,"CA","CA1500404",35.346629,-118.729506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35179,35179,NA,NA,"CA",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4136,"Republican"
"2157",2157,"CA","CA1900975",34.43726274,-118.3205962,0,0,122,0,122,15.8182395771306,0,15.8182395771306,122,26,92,3,0,0,0,1,15.8182395774518,3.37110023781759,11.9285085338161,0.388973104363568,0,0,0,0.129657701454523,NA,126382,126382,NA,NA,"CA",99,NA,NA,NA,75.4098360655737,21.311475409836,2.45901639344262,0,0,0,0.819672131147541,0,100,4827,"Republican"
"2158",2158,"CA","CA1910006",33.38259141,-118.4344258,0,0,3715,3362,353,3712.55390540078,3361.99999999992,350.553905400864,3715,1967,1530,39,4,30,11,134,3712.55390540071,1966.1189590785,1529.31587750382,38.9999999999943,4.00000000001185,29.7071094433713,10.9018049365338,133.510154438478,NA,79957.1765890135,79478.25,79957.1765890135,79478.25,"CA",3822,NA,NA,NA,41.1930955474909,52.9586642827827,1.05048979742113,0.107742543325579,0.80017988156767,0.293647047674507,3.59618089973747,90.5576076648772,9.44239233512276,5065,"Democrat"
"2159",2159,"CA","CA1910022",34.05669183,-117.8213049,0,0,2688,2688,0,997.050161169448,997.050161169448,0,2688,685,826,122,4,840,1,210,997.05016116545,284.156295829737,343.931698912455,52.4302312097623,1.69170757745931,227.896345591952,0.422926894364827,86.5209551497183,NA,86103.0032467532,104500,NA,NA,"CA",29271,NA,NA,NA,34.4949243587137,28.4996991021582,5.25853495158927,0.169671260619614,22.8570592000672,0.0424178151549034,8.67769331169699,100,0,4965,"Democrat"
"2160",2160,"CA","CA1910124",34.15814188,-118.1336875,0,0,178429,178067,362,158963.733241544,158955.261559881,8.47168166328657,178429,57979,66355,13445,245,31552,173,8680,158963.733241542,52518.0005306704,58932.5699784326,12489.0682169475,219.923535543687,26841.8213024134,157.971725067867,7804.3779524663,NA,111858.217466837,115344.480519481,100457.12975783,102917.798245614,"CA",161162,NA,NA,NA,37.0729654976622,33.0377246808053,7.85655190795666,0.138348245262659,16.8855000792085,0.099375953147648,4.9095336359569,99.994670682746,0.0053293172540267,4894,"Democrat"
"2161",2161,"CA","CA1910130",34.65142048,-118.2149115,0,0,25171,24844,327,18075.6722429697,17923.2830556326,152.389187337077,25171,8307,11469,2503,67,1421,36,1368,18077.4754561605,6180.05923643497,8105.21210126376,1837.83000897942,35.2554612991622,914.285652650762,24.1288117803217,980.704183752086,NA,98070.7852138474,95648.652173913,98382.9633292383,99349.2,"CA",19100,NA,NA,NA,44.8359734793701,34.1865170909631,10.1664085421458,0.195024252056986,5.05759587320689,0.133474454654004,5.42500630760297,99.1569376491857,0.843062350814348,4828,"Republican"
"2162",2162,"CA","CA2300609",39.33902248,-123.8128434,1,1,172,0,172,11.3987614123252,0,11.3987614123252,172,6,161,0,0,2,0,3,11.3987614123144,0.39763121205748,10.6697708568757,0,0,0.132543737352493,0,0.19881560602874,NA,44647,44647,NA,NA,"CA",50,NA,NA,NA,93.6046511627908,3.48837209302326,0,0,1.16279069767442,0,1.74418604651163,0,100,2613,"Democrat"
"2163",2163,"CA","CA4000637",35.13560255,-120.5593212,0,0,497,497,0,82.224488560404,82.224488560404,0,497,61,412,0,2,15,0,7,82.2244885604395,10.8626753787114,67.7779509602341,0,0.0114854165790493,3.27438651356088,0,0.297990291354127,NA,114200,114200,NA,NA,"CA",60,5475,2,2,82.4303709842033,13.2109978047802,0,0.0139683648753946,3.98225221085325,0,0.362410635287914,100,0,4579,"Democrat"
"2164",2164,"CA","CA5400604",36.05205984,-118.9892532,1,1,188,188,0,29.9847957806332,29.9847957806332,0,188,111,69,0,0,4,0,4,29.8865615657486,17.6457890095643,10.9690039789184,0,0,0.635884288632948,0,0.635884288632948,NA,65417,65417,NA,NA,"CA",103,5993,0,4,36.7021276595746,59.0425531914893,0,0,2.12765957446808,0,2.12765957446808,100,0,4363,"Republican"
"2165",2165,"CA","CA5400880",36.34389341,-119.3544293,NA,NA,769,769,0,344.454067872005,344.454067872005,0,769,215,457,15,6,58,0,18,344.455611364434,63.8777772563391,239.664432239765,4.09427258550908,1.3261168223611,24.503837226919,0,10.9891752335403,NA,NA,NA,NA,NA,"CA",495,NA,NA,NA,69.5777407400688,18.54455992263,1.18862124768156,0.384989176720965,7.11378662982324,0,3.19030228307524,100,0,4286,"Democrat"
"2166",2166,"CA","CA5400881",36.37367881,-119.2991289,1,1,452,452,0,113.449042011278,113.449042011278,0,452,308,113,2,1,22,0,6,113.254765446008,83.574437617569,27.4471222744846,0.00111807073904689,0.255761922829942,1.97456333132802,0,0.00176222905700521,NA,46875,46875,NA,NA,"CA",109,NA,NA,NA,24.2348497799587,73.793307759232,0.000987217389611661,0.225828839804424,1.74347041694184,0,0.00155598667311295,100,0,4287,"Democrat"
"2167",2167,"CA","CA3010038",33.73671728,-117.8818323,0,0,326625,326625,0,310269.068022385,310269.068022385,0,326625,245801,29375,3183,505,42247,675,4839,310269.068022409,238035.967956004,26470.9548597643,2753.21349306762,485.171428998587,37422.4293160832,634.267288322654,4467.06368016873,NA,81838.1805190706,82752.9497206704,81287.3579715868,81994.9346405229,"CA",308189,5006,0,2,8.53161258661223,76.719206807561,0.887363187898824,0.156371188430406,12.0612826649482,0.204424918141323,1.43973864640806,100,0,5114,"Democrat"
"2168",2168,"CA","CA4110010",37.53714013,-122.5042407,0,0,4832,4521,311,4538.796103605,4444.15969381449,94.6364097905068,4832,673,3512,42,1,259,8,337,4538.79610360521,637.965249902233,3293.28888621402,39.6181312301962,0.942204652874447,247.087264634248,6.99225874985359,312.90210822178,NA,195079.5589236,190366,158211,158211,"CA",6034,NA,NA,NA,72.5586435486302,14.0558252748012,0.872877528001911,0.0207589112039213,5.44389434982515,0.154055361603478,6.89394502593405,97.9149446762911,2.08505532370887,3762,"Democrat"
"2169",2169,"CA","CA3210005",39.75827406,-120.611224,1,1,835,0,835,606.916736593916,0,606.916736593916,835,33,765,3,5,3,0,26,606.916736593794,22.8693816358133,547.651570410547,2.99999999999999,5.00000000000482,3.0000000000024,0,25.3957845474258,NA,66020.1952776005,64966,NA,NA,"CA",737,NA,NA,NA,90.2350417100274,3.7681250584987,0.49430174175735,0.823836236263046,0.494301741757747,0,4.18439351169567,0,100,2851,"Republican"
"2170",2170,"CA","CA4500104",40.47712861,-122.2937596,1,1,80,80,0,3.0699804221445,3.0699804221445,0,80,14,60,0,0,0,0,6,3.06998042217164,0.537246573880037,2.30248531662873,0,0,0,0,0.230248531662873,NA,62432,62432,NA,NA,"CA",37,NA,NA,NA,75,17.5,0,0,0,0,7.5,100,0,2382,"Republican"
"2171",2171,"CA","CA4500204",40.37774414,-122.3407253,0,0,1085,0,1085,287.027620465909,0,287.027620465909,1085,103,905,1,9,8,0,59,287.027620466064,36.9948734769406,229.89337549212,0.00283872575870055,3.00086087928237,0.712497847155096,0,16.4231740448073,NA,75794.6605935939,74589.5,NA,NA,"CA",415,5703,0,2,80.0945132453902,12.888959402886,0.000989007871120954,1.04549550820569,0.248233199995934,0,5.72180963565109,0,100,2383,"Republican"
"2172",2172,"CA","CA5700615",38.53354122,-121.9447528,1,1,402,0,402,139.229374754725,0,139.229374754725,402,286,73,21,0,10,1,11,139.229374753565,78.1700440941256,39.1434017434517,12.0115883636515,0,0.340861534698612,1.37044477323956e-05,9.5634653131897,NA,63026,63026,NA,NA,"CA",432,NA,NA,NA,28.1143270324493,56.1447928876259,8.62719407087184,0,0.244820128871464,9.84307209355237e-06,6.86885603710924,0,100,3058,"Democrat"
"2173",2173,"CA","CA5800821",39.00854272,-121.4216688,1,1,52,0,52,46.521076767735,0,46.521076767735,52,4,34,0,0,0,0,14,46.5210767678134,3.57854436675488,30.4176271174164,0,0,0,0,12.5249052836421,NA,62273,62273,NA,NA,"CA",26,6260,0,5,65.3846153846153,7.6923076923077,0,0,0,0,26.923076923077,0,100,2384,"Republican"
"2174",2174,"CA","CA4900600",38.46292938,-122.6723934,1,1,1143,1143,0,417.869203310809,417.869203310809,0,1143,298,635,26,16,113,5,50,417.869203309197,87.7577412087317,245.370124168412,13.8755933173548,9.73863562030361,29.1447919355718,3.55089458916721,28.431422469656,NA,52444,52444,52444,52444,"CA",460,NA,NA,NA,58.7193605619349,21.0012464459594,3.32055897095813,2.33054638704677,6.97462069584642,0.849762212923782,6.80390472533065,100,0,3059,"Democrat"
"2175",2175,"CA","CA3500511",36.95373335,-121.3822393,0,0,188,0,188,10.3068755948562,0,10.3068755948562,188,120,60,1,0,1,0,6,10.3068755948401,6.53355436994691,3.57753979369565,7.0815691178506e-05,0,0.136146884059854,0,0.0595637314464594,NA,109256.898989899,107743,NA,NA,"CA",53,5140,0,2,34.7102258174792,63.3902515833002,0.000687072338526704,0,1.32093264158551,0,0.577902885296089,0,100,3830,"Democrat"
"2176",2176,"CA","CA5000005",37.39335345,-121.0724393,1,1,350,0,350,171.044820147902,0,171.044820147902,350,260,68,4,0,0,0,18,171.04482014846,136.195477552492,30.4942335630405,0.301079463131287,0,0,0,4.0540295697964,NA,50907.1534320323,51567,NA,NA,"CA",500,NA,NA,NA,17.8282122408458,79.6256077408716,0.176023724582809,0,0,0,2.3701562936999,0,100,3629,"Republican"
"2177",2177,"CA","CA2700541",36.79098714,-121.6985885,1,1,414,175,239,26.9611041536749,25.6270692357677,1.33403491790723,414,191,187,0,0,16,0,20,26.9611041536371,13.7741852308851,10.0830381983901,0,0,0.652138003463011,0,2.45174272089879,NA,66007,66007,NA,NA,"CA",55,NA,NA,NA,37.3984616539894,51.0890991422061,0,0,2.41881044539875,0,9.09362875840545,95.0520019124462,4.94799808755381,3968,"Democrat"
"2178",2178,"CA","CA2700682",36.8222754,-121.6765474,0,0,891,0,891,11.9649088963862,0,11.9649088963862,891,427,408,0,3,21,0,32,11.9649089367229,5.73402482152713,5.47888085991351,0,0.0402858886758346,0.282001220730842,0,0.429716145875569,NA,112115,112115,NA,NA,"CA",206,NA,NA,NA,45.7912457912457,47.9236812570145,0,0.336700336700336,2.35690235690235,0,3.59147025813692,0,100,3969,"Democrat"
